age,gender,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,device_Desktop,device_Mobile,device_Tablet
37.0,1,11.38,10.0,10.0,3.0,1.0,1.0,1.0,9.67,88.89,1.0,1,0,0
58.0,1,19.16,6.0,7.0,6.0,1.0,0.0,1.0,10.8,88.9,1.0,0,1,0
37.0,0,5.6,19.0,12.0,8.0,1.0,0.0,0.0,7.47,5.39,1.0,0,1,0
39.0,0,6.98,17.0,11.0,6.0,0.0,1.0,1.0,9.87,57.21,1.0,0,1,0
45.0,1,29.77,19.0,13.0,1.0,1.0,1.0,0.0,39.82,49.5,1.0,0,1,0
39.0,0,22.84,13.0,12.0,5.0,0.0,1.0,1.0,32.27,77.04,1.0,0,1,0
24.0,0,28.9,17.0,2.0,5.0,1.0,1.0,1.0,31.09,19.58,1.0,0,0,1
18.0,0,9.58,18.0,9.0,2.0,1.0,0.0,1.0,12.83,69.5,1.0,0,1,0
49.0,0,5.77,11.0,7.0,3.0,0.0,0.0,1.0,8.33,73.86,1.0,0,1,0
30.0,0,15.59,10.0,1.0,5.0,0.0,1.0,1.0,21.67,2.67,1.0,1,0,0
47.0,0,15.35,11.0,7.0,5.0,0.0,1.0,0.0,16.69,43.13,1.0,0,0,1
40.0,0,6.07,19.0,11.0,0.0,0.0,0.0,1.0,7.57,97.89,1.0,0,1,0
36.0,1,22.26,10.0,7.0,9.0,1.0,0.0,0.0,27.19,30.06,1.0,0,1,0
49.0,1,11.49,3.0,14.0,7.0,0.0,1.0,1.0,14.97,88.45,1.0,1,0,0
47.0,1,6.4,6.0,13.0,8.0,0.0,1.0,0.0,4.66,58.69,1.0,1,0,0
46.0,1,10.63,7.0,2.0,1.0,0.0,1.0,0.0,5.34,29.65,1.0,0,1,0
46.0,1,17.35,5.0,3.0,3.0,0.0,1.0,0.0,17.52,83.6,1.0,1,0,0
47.0,1,22.07,9.0,8.0,5.0,1.0,1.0,0.0,27.93,99.07,1.0,0,1,0
33.0,1,14.97,10.0,7.0,1.0,0.0,1.0,0.0,9.36,74.2,1.0,0,1,0
57.0,1,16.24,14.0,14.0,6.0,0.0,1.0,1.0,16.77,6.13,1.0,0,1,0
36.0,1,5.03,11.0,8.0,5.0,1.0,0.0,0.0,4.1,5.24,1.0,1,0,0
35.0,0,27.53,17.0,9.0,7.0,1.0,0.0,0.0,36.84,49.16,1.0,0,1,0
18.0,0,27.93,11.0,12.0,6.0,0.0,0.0,0.0,16.77,0.61,1.0,0,1,0
31.0,1,20.82,7.0,8.0,9.0,1.0,0.0,1.0,28.06,67.59,1.0,0,1,0
19.0,0,1.51,11.0,9.0,0.0,1.0,0.0,1.0,1.68,1.63,1.0,1,0,0
45.0,0,16.58,13.0,5.0,9.0,0.0,0.0,1.0,23.53,97.31,1.0,0,1,0
47.0,1,19.25,19.0,0.0,9.0,1.0,1.0,1.0,27.64,88.06,1.0,0,1,0
55.0,1,29.84,6.0,7.0,4.0,0.0,1.0,0.0,39.06,81.54,1.0,0,1,0
21.0,1,29.89,2.0,12.0,5.0,0.0,1.0,1.0,30.79,81.24,1.0,1,0,0
18.0,0,25.87,14.0,8.0,6.0,0.0,1.0,1.0,16.62,83.44,1.0,0,1,0
25.0,0,2.85,16.0,14.0,3.0,1.0,1.0,1.0,2.07,43.43,1.0,0,1,0
46.0,1,28.65,7.0,7.0,8.0,0.0,0.0,0.0,26.29,79.19,1.0,0,1,0
56.0,0,18.77,1.0,14.0,0.0,1.0,0.0,1.0,23.07,36.72,1.0,1,0,0
20.0,0,24.23,2.0,12.0,2.0,1.0,0.0,0.0,25.32,84.84,1.0,0,1,0
49.0,0,12.81,9.0,0.0,9.0,1.0,0.0,1.0,12.02,61.8,1.0,1,0,0
27.0,1,10.27,18.0,11.0,1.0,0.0,0.0,0.0,10.04,35.83,1.0,1,0,0
27.0,0,14.43,18.0,5.0,1.0,1.0,0.0,1.0,17.91,74.55,1.0,0,0,1
36.0,0,5.26,18.0,8.0,0.0,0.0,0.0,0.0,2.81,24.28,1.0,0,1,0
51.0,0,11.35,10.0,8.0,2.0,0.0,0.0,0.0,10.7,96.47,1.0,0,0,1
50.0,0,25.87,8.0,6.0,9.0,0.0,1.0,0.0,27.75,66.47,1.0,0,1,0
40.0,0,2.1,8.0,6.0,4.0,1.0,0.0,1.0,2.29,40.12,1.0,0,1,0
45.0,0,5.38,2.0,3.0,5.0,1.0,1.0,0.0,6.02,55.07,1.0,1,0,0
49.0,0,4.63,18.0,6.0,7.0,1.0,1.0,1.0,2.56,73.76,1.0,0,1,0
24.0,1,12.69,11.0,9.0,3.0,0.0,1.0,1.0,13.43,79.73,1.0,0,1,0
46.0,1,29.91,11.0,4.0,0.0,1.0,0.0,0.0,31.42,97.5,1.0,0,1,0
25.0,0,6.03,19.0,10.0,8.0,1.0,0.0,0.0,8.17,20.9,1.0,1,0,0
18.0,1,5.22,11.0,9.0,2.0,0.0,0.0,1.0,6.58,50.44,1.0,0,1,0
20.0,0,27.54,10.0,4.0,7.0,0.0,0.0,1.0,14.63,9.15,1.0,0,1,0
41.0,0,26.58,8.0,7.0,3.0,0.0,0.0,0.0,28.07,8.23,1.0,1,0,0
39.0,0,1.93,15.0,1.0,2.0,1.0,0.0,1.0,2.3,10.43,1.0,1,0,0
25.0,1,22.8,8.0,8.0,2.0,0.0,1.0,0.0,24.63,25.95,1.0,0,1,0
54.0,0,20.01,19.0,1.0,3.0,1.0,0.0,0.0,23.54,69.63,1.0,0,0,1
20.0,0,23.26,1.0,9.0,3.0,0.0,0.0,1.0,14.34,86.11,1.0,0,1,0
50.0,1,15.34,3.0,10.0,6.0,1.0,0.0,1.0,10.27,43.6,1.0,0,1,0
45.0,1,29.75,12.0,11.0,1.0,1.0,0.0,1.0,32.21,55.52,1.0,0,1,0
25.0,0,2.27,16.0,1.0,7.0,1.0,0.0,0.0,2.95,20.64,1.0,0,1,0
51.0,1,7.8,16.0,14.0,1.0,1.0,0.0,1.0,4.1,79.11,1.0,0,1,0
52.0,1,12.5,17.0,8.0,0.0,0.0,1.0,0.0,11.7,88.84,1.0,0,1,0
49.0,0,14.04,16.0,2.0,7.0,1.0,0.0,0.0,20.95,48.56,1.0,0,1,0
41.0,0,27.72,9.0,1.0,3.0,1.0,0.0,0.0,35.09,16.09,1.0,0,1,0
31.0,0,17.24,19.0,6.0,5.0,0.0,0.0,1.0,16.38,0.51,1.0,1,0,0
49.0,1,2.31,1.0,11.0,0.0,0.0,1.0,1.0,1.38,53.64,1.0,1,0,0
33.0,1,12.83,18.0,8.0,2.0,0.0,1.0,1.0,11.02,49.76,1.0,1,0,0
21.0,1,13.08,6.0,10.0,6.0,1.0,1.0,0.0,8.56,92.58,1.0,0,1,0
54.0,0,29.0,6.0,12.0,6.0,1.0,1.0,1.0,41.2,3.65,1.0,0,1,0
38.0,1,18.38,12.0,5.0,7.0,0.0,0.0,0.0,21.79,14.9,1.0,0,0,1
31.0,1,19.43,3.0,11.0,5.0,0.0,0.0,1.0,26.34,19.77,1.0,0,1,0
48.0,0,21.68,11.0,6.0,6.0,0.0,0.0,1.0,30.3,54.71,1.0,1,0,0
35.0,0,23.33,6.0,12.0,3.0,1.0,1.0,0.0,25.82,28.47,1.0,0,1,0
24.0,0,19.42,14.0,12.0,5.0,1.0,0.0,0.0,9.84,20.57,1.0,0,0,1
27.0,1,7.88,18.0,2.0,3.0,0.0,0.0,0.0,8.32,51.44,1.0,0,1,0
24.0,0,26.35,16.0,10.0,8.0,1.0,1.0,1.0,34.32,4.07,1.0,0,1,0
50.0,1,22.23,13.0,2.0,0.0,1.0,0.0,0.0,18.11,97.52,1.0,1,0,0
40.0,1,22.51,1.0,14.0,0.0,0.0,1.0,1.0,32.14,86.1,1.0,0,1,0
38.0,0,29.9,6.0,7.0,4.0,1.0,0.0,1.0,44.75,27.2,1.0,0,1,0
36.0,0,15.74,14.0,6.0,4.0,1.0,1.0,1.0,25.47,33.62,1.0,0,1,0
36.0,0,15.74,17.0,4.0,7.0,0.0,0.0,1.0,25.83,49.5,1.0,1,0,0
53.0,0,28.59,13.0,5.0,6.0,0.0,1.0,0.0,33.03,92.84,1.0,0,1,0
46.0,0,5.38,13.0,8.0,2.0,0.0,1.0,1.0,5.74,65.32,1.0,0,1,0
35.0,1,15.43,9.0,2.0,7.0,0.0,1.0,0.0,10.19,52.12,1.0,0,1,0
19.0,1,17.84,6.0,11.0,3.0,0.0,1.0,1.0,13.76,50.86,1.0,0,1,0
18.0,1,10.55,6.0,2.0,2.0,1.0,1.0,0.0,7.4,16.59,1.0,1,0,0
22.0,0,25.34,5.0,13.0,1.0,1.0,0.0,1.0,14.5,96.26,1.0,0,1,0
37.0,1,23.11,14.0,10.0,8.0,1.0,0.0,1.0,14.8,91.46,1.0,0,1,0
28.0,0,21.91,14.0,7.0,6.0,1.0,0.0,1.0,32.26,49.5,1.0,0,1,0
59.0,0,29.92,4.0,10.0,4.0,0.0,1.0,0.0,31.57,29.09,1.0,0,1,0
19.0,1,8.52,2.0,7.0,8.0,1.0,1.0,1.0,5.33,47.66,1.0,0,1,0
20.0,1,22.33,2.0,4.0,2.0,1.0,0.0,0.0,27.09,51.89,1.0,0,1,0
40.0,0,16.99,17.0,13.0,5.0,0.0,1.0,0.0,16.6,48.97,1.0,0,1,0
29.0,1,10.08,10.0,0.0,7.0,0.0,0.0,0.0,7.3,49.5,1.0,0,0,1
37.0,0,5.66,14.0,2.0,8.0,1.0,0.0,0.0,8.17,83.31,1.0,0,1,0
22.0,1,26.98,19.0,12.0,3.0,1.0,1.0,0.0,19.55,74.65,1.0,1,0,0
54.0,1,18.27,17.0,7.0,0.0,1.0,0.0,1.0,10.92,47.48,1.0,0,1,0
55.0,1,24.92,11.0,3.0,7.0,0.0,1.0,1.0,17.59,26.74,1.0,0,1,0
47.0,1,16.82,7.0,8.0,9.0,1.0,1.0,0.0,14.3,63.5,1.0,0,1,0
26.0,1,15.74,9.0,12.0,2.0,1.0,1.0,1.0,10.02,13.83,1.0,0,1,0
51.0,0,10.79,14.0,5.0,5.0,0.0,0.0,1.0,15.04,99.73,1.0,0,0,1
52.0,1,12.06,4.0,9.0,3.0,1.0,0.0,0.0,17.08,12.53,1.0,0,0,1
39.0,1,29.22,14.0,3.0,5.0,0.0,1.0,0.0,16.87,5.85,1.0,1,0,0
41.0,1,1.16,17.0,3.0,2.0,1.0,0.0,0.0,1.41,61.24,1.0,1,0,0
34.0,0,29.58,19.0,9.0,6.0,0.0,1.0,0.0,34.45,46.34,1.0,0,1,0
27.0,0,29.43,17.0,4.0,1.0,0.0,0.0,1.0,43.94,71.9,1.0,0,1,0
47.0,0,29.89,14.0,12.0,4.0,0.0,1.0,1.0,36.31,12.8,1.0,0,0,1
40.0,0,14.82,13.0,6.0,2.0,0.0,1.0,1.0,19.15,36.37,1.0,1,0,0
49.0,0,28.95,10.0,13.0,4.0,0.0,0.0,1.0,35.17,50.1,1.0,0,1,0
34.0,1,12.47,16.0,11.0,2.0,1.0,1.0,0.0,13.97,44.7,1.0,0,1,0
34.0,1,1.76,15.0,6.0,8.0,0.0,1.0,0.0,1.85,58.3,1.0,0,1,0
31.0,1,7.51,19.0,7.0,7.0,1.0,0.0,1.0,11.03,10.18,1.0,0,0,1
26.0,0,28.41,11.0,9.0,1.0,0.0,1.0,0.0,40.81,50.37,1.0,0,1,0
57.0,0,1.4,12.0,6.0,7.0,1.0,0.0,1.0,1.31,55.48,1.0,0,1,0
19.0,1,16.83,11.0,4.0,7.0,1.0,0.0,1.0,14.3,88.1,1.0,0,1,0
42.0,0,3.19,5.0,11.0,5.0,1.0,1.0,1.0,3.22,57.11,1.0,1,0,0
56.0,0,9.31,8.0,12.0,2.0,0.0,0.0,1.0,11.6,54.73,1.0,0,1,0
26.0,0,3.55,6.0,8.0,9.0,1.0,0.0,1.0,3.2,49.5,1.0,1,0,0
39.0,1,25.93,16.0,1.0,4.0,1.0,0.0,1.0,26.9,6.5,1.0,0,1,0
21.0,1,18.14,12.0,7.0,1.0,0.0,0.0,0.0,14.49,64.8,1.0,1,0,0
43.0,0,27.16,6.0,9.0,9.0,1.0,0.0,1.0,25.2,81.18,1.0,1,0,0
46.0,0,20.96,13.0,7.0,5.0,1.0,1.0,1.0,30.54,9.46,1.0,0,1,0
51.0,0,15.74,7.0,2.0,1.0,0.0,1.0,1.0,14.3,81.16,1.0,0,1,0
40.0,0,15.79,8.0,4.0,3.0,0.0,0.0,0.0,23.51,78.72,1.0,0,1,0
54.0,1,19.52,12.0,13.0,2.0,0.0,0.0,1.0,13.97,0.09,1.0,0,1,0
28.0,0,17.71,2.0,7.0,0.0,0.0,1.0,0.0,14.51,24.62,1.0,1,0,0
23.0,1,15.04,9.0,9.0,7.0,1.0,0.0,1.0,8.83,15.13,1.0,0,1,0
35.0,1,25.53,13.0,12.0,7.0,1.0,1.0,1.0,31.97,51.13,1.0,0,1,0
38.0,1,19.69,17.0,8.0,0.0,0.0,0.0,0.0,10.19,91.4,1.0,0,1,0
59.0,0,24.24,13.0,6.0,5.0,1.0,0.0,0.0,31.22,60.27,1.0,0,1,0
53.0,1,23.8,16.0,3.0,0.0,1.0,1.0,1.0,25.64,60.18,1.0,1,0,0
58.0,1,6.54,1.0,3.0,8.0,0.0,1.0,1.0,8.17,12.28,1.0,0,1,0
55.0,0,19.85,7.0,2.0,0.0,1.0,0.0,1.0,25.47,66.64,1.0,0,0,1
51.0,0,6.79,13.0,10.0,2.0,1.0,1.0,0.0,4.24,88.83,1.0,0,0,1
34.0,0,17.92,14.0,7.0,8.0,0.0,0.0,1.0,9.34,42.93,1.0,0,1,0
54.0,1,20.65,17.0,5.0,0.0,1.0,0.0,1.0,13.81,68.18,1.0,0,1,0
42.0,0,29.92,16.0,9.0,1.0,0.0,1.0,1.0,14.3,29.49,1.0,1,0,0
55.0,1,1.89,15.0,5.0,3.0,1.0,0.0,1.0,1.08,26.89,1.0,0,1,0
29.0,1,3.65,17.0,9.0,6.0,1.0,1.0,1.0,3.49,18.51,1.0,0,1,0
40.0,0,3.23,2.0,9.0,7.0,0.0,0.0,0.0,2.54,24.15,1.0,0,1,0
59.0,1,12.55,12.0,8.0,0.0,1.0,1.0,0.0,10.84,34.28,1.0,0,1,0
39.0,1,24.83,3.0,10.0,0.0,0.0,1.0,1.0,35.76,56.67,1.0,1,0,0
38.0,1,25.48,9.0,2.0,4.0,0.0,1.0,1.0,31.19,78.07,1.0,0,1,0
44.0,1,22.37,6.0,3.0,7.0,0.0,0.0,0.0,25.91,28.96,1.0,0,1,0
48.0,0,27.01,6.0,2.0,0.0,1.0,1.0,0.0,31.16,16.81,1.0,0,0,1
23.0,1,10.36,7.0,2.0,2.0,1.0,1.0,1.0,10.93,44.98,1.0,1,0,0
44.0,0,3.56,8.0,0.0,5.0,0.0,0.0,0.0,3.61,78.95,1.0,0,1,0
57.0,1,2.69,3.0,13.0,0.0,0.0,1.0,1.0,3.72,38.93,1.0,1,0,0
51.0,1,25.71,15.0,9.0,2.0,0.0,0.0,1.0,14.78,91.33,1.0,0,1,0
29.0,0,22.18,6.0,5.0,0.0,1.0,1.0,1.0,17.49,24.79,1.0,1,0,0
24.0,1,21.26,11.0,14.0,3.0,0.0,1.0,0.0,12.84,75.83,1.0,0,1,0
27.0,1,10.85,3.0,14.0,8.0,1.0,1.0,1.0,5.54,46.78,1.0,0,1,0
34.0,1,12.02,16.0,8.0,4.0,0.0,1.0,0.0,6.18,10.71,1.0,1,0,0
43.0,1,28.79,6.0,4.0,2.0,1.0,1.0,0.0,15.09,28.11,1.0,0,1,0
38.0,1,2.85,11.0,11.0,9.0,1.0,1.0,0.0,3.37,85.82,1.0,0,0,1
45.0,1,23.44,8.0,11.0,6.0,1.0,0.0,0.0,14.33,0.59,1.0,0,1,0
19.0,0,9.98,10.0,11.0,5.0,1.0,0.0,0.0,14.3,75.63,1.0,0,0,1
18.0,0,2.13,10.0,13.0,8.0,1.0,0.0,0.0,1.96,81.14,1.0,0,0,1
53.0,0,22.53,3.0,9.0,3.0,1.0,0.0,0.0,17.33,11.98,1.0,0,1,0
43.0,1,10.6,14.0,1.0,3.0,0.0,0.0,0.0,13.96,96.22,1.0,1,0,0
46.0,1,21.94,19.0,9.0,8.0,0.0,0.0,0.0,24.65,87.23,1.0,0,1,0
38.0,1,21.52,9.0,3.0,1.0,0.0,1.0,0.0,17.93,17.85,1.0,0,0,1
28.0,0,16.51,13.0,11.0,9.0,1.0,1.0,0.0,13.5,24.15,1.0,0,1,0
57.0,1,23.54,9.0,5.0,1.0,1.0,1.0,0.0,27.86,81.85,1.0,1,0,0
28.0,0,17.85,12.0,13.0,8.0,1.0,0.0,1.0,11.97,54.64,1.0,0,1,0
53.0,1,9.31,14.0,6.0,6.0,0.0,0.0,0.0,7.27,92.26,1.0,0,1,0
56.0,1,22.29,5.0,11.0,4.0,1.0,1.0,1.0,19.02,97.91,1.0,0,1,0
57.0,1,18.09,6.0,12.0,4.0,0.0,1.0,0.0,17.27,34.34,1.0,0,1,0
52.0,0,1.37,13.0,12.0,8.0,0.0,0.0,1.0,0.95,9.7,1.0,0,1,0
51.0,1,27.15,13.0,6.0,9.0,0.0,0.0,0.0,17.84,70.35,1.0,1,0,0
41.0,0,16.82,10.0,13.0,4.0,1.0,1.0,0.0,25.06,92.31,1.0,1,0,0
39.0,1,26.19,14.0,3.0,8.0,0.0,0.0,1.0,37.01,16.49,1.0,0,1,0
22.0,1,26.6,11.0,9.0,7.0,0.0,0.0,0.0,27.23,98.54,1.0,0,1,0
50.0,0,13.9,13.0,9.0,5.0,1.0,0.0,1.0,17.59,19.59,1.0,0,1,0
53.0,1,15.72,12.0,4.0,4.0,0.0,1.0,0.0,18.46,8.63,1.0,1,0,0
37.0,1,13.06,16.0,12.0,4.0,0.0,0.0,0.0,7.51,49.57,1.0,0,0,1
36.0,1,14.03,6.0,3.0,4.0,0.0,1.0,0.0,14.28,80.56,1.0,0,1,0
52.0,1,26.96,9.0,11.0,0.0,1.0,1.0,1.0,18.44,35.44,1.0,0,1,0
34.0,0,23.86,17.0,9.0,4.0,1.0,1.0,1.0,25.87,33.18,1.0,0,1,0
51.0,0,4.67,16.0,5.0,2.0,1.0,1.0,1.0,2.62,19.71,1.0,1,0,0
26.0,1,18.7,12.0,10.0,5.0,1.0,1.0,0.0,12.4,98.61,1.0,1,0,0
43.0,1,29.88,18.0,13.0,8.0,0.0,1.0,1.0,38.3,34.19,1.0,1,0,0
19.0,0,18.27,9.0,6.0,2.0,1.0,1.0,0.0,24.54,66.65,1.0,0,1,0
26.0,1,23.79,3.0,1.0,0.0,1.0,1.0,0.0,33.48,13.24,1.0,1,0,0
26.0,0,23.3,10.0,13.0,7.0,0.0,1.0,1.0,32.54,44.98,1.0,1,0,0
57.0,1,11.16,11.0,9.0,8.0,0.0,0.0,1.0,15.7,79.58,1.0,0,1,0
34.0,0,11.78,2.0,11.0,9.0,1.0,0.0,0.0,7.01,97.03,1.0,0,1,0
18.0,0,22.0,8.0,2.0,3.0,0.0,0.0,0.0,14.3,17.73,1.0,0,1,0
42.0,0,15.5,11.0,10.0,9.0,0.0,1.0,0.0,14.3,9.47,1.0,0,1,0
57.0,0,17.55,18.0,7.0,4.0,1.0,0.0,1.0,13.48,98.75,1.0,1,0,0
59.0,1,21.67,7.0,6.0,2.0,1.0,0.0,1.0,32.35,55.42,1.0,0,1,0
42.0,1,23.55,14.0,7.0,7.0,0.0,1.0,1.0,18.51,34.54,1.0,1,0,0
56.0,0,8.87,7.0,0.0,2.0,0.0,1.0,1.0,9.53,96.03,1.0,0,1,0
52.0,0,5.26,1.0,3.0,3.0,1.0,0.0,1.0,7.22,39.02,1.0,0,1,0
20.0,0,9.46,12.0,4.0,9.0,1.0,0.0,1.0,7.47,49.5,1.0,0,1,0
54.0,0,15.72,1.0,13.0,6.0,1.0,0.0,0.0,17.39,80.35,1.0,0,1,0
47.0,1,10.92,3.0,2.0,1.0,0.0,1.0,1.0,14.3,31.4,1.0,0,1,0
55.0,0,17.48,2.0,14.0,0.0,0.0,0.0,1.0,19.69,32.2,1.0,0,1,0
51.0,0,2.55,3.0,3.0,3.0,0.0,0.0,0.0,2.31,44.5,1.0,0,1,0
29.0,0,15.78,4.0,9.0,7.0,1.0,1.0,0.0,14.3,69.3,1.0,0,1,0
36.0,0,11.67,14.0,9.0,0.0,1.0,1.0,0.0,12.98,84.18,1.0,0,1,0
54.0,0,15.74,18.0,13.0,9.0,1.0,1.0,1.0,11.96,22.62,1.0,0,1,0
34.0,0,13.25,5.0,9.0,2.0,1.0,0.0,0.0,17.31,36.25,1.0,0,1,0
27.0,0,9.24,15.0,6.0,3.0,1.0,1.0,1.0,10.68,49.62,1.0,0,0,1
29.0,1,27.22,16.0,7.0,3.0,0.0,1.0,1.0,16.59,2.56,1.0,0,1,0
33.0,0,6.36,8.0,11.0,2.0,0.0,1.0,0.0,4.95,69.71,1.0,1,0,0
41.0,0,20.76,8.0,8.0,2.0,0.0,1.0,1.0,13.66,56.6,1.0,0,1,0
36.0,0,27.81,7.0,14.0,6.0,0.0,1.0,0.0,15.93,13.36,1.0,1,0,0
25.0,1,16.62,6.0,12.0,7.0,0.0,0.0,1.0,12.14,13.03,1.0,0,1,0
39.0,1,26.42,7.0,1.0,9.0,0.0,0.0,0.0,20.56,89.52,1.0,0,0,1
38.0,1,4.62,19.0,3.0,3.0,1.0,0.0,1.0,4.47,68.33,1.0,0,1,0
34.0,0,15.32,1.0,0.0,7.0,1.0,0.0,1.0,22.51,38.81,1.0,1,0,0
40.0,0,14.25,13.0,2.0,7.0,1.0,0.0,0.0,20.57,33.81,1.0,0,1,0
54.0,0,1.24,7.0,7.0,5.0,1.0,1.0,0.0,1.55,49.5,1.0,0,1,0
33.0,1,13.85,1.0,6.0,0.0,0.0,0.0,1.0,15.88,65.47,1.0,1,0,0
23.0,0,11.7,10.0,14.0,6.0,0.0,1.0,1.0,16.93,17.87,1.0,0,1,0
25.0,1,20.42,13.0,14.0,6.0,0.0,0.0,1.0,13.12,98.74,1.0,0,1,0
42.0,1,28.21,4.0,7.0,4.0,1.0,0.0,0.0,23.42,68.71,1.0,0,1,0
35.0,1,3.49,7.0,14.0,5.0,1.0,0.0,1.0,3.68,12.71,1.0,1,0,0
42.0,1,10.5,6.0,10.0,8.0,1.0,1.0,0.0,13.8,13.8,1.0,0,0,1
29.0,1,13.88,6.0,5.0,2.0,0.0,0.0,0.0,15.6,64.83,1.0,0,1,0
32.0,0,14.2,11.0,4.0,3.0,0.0,1.0,1.0,14.3,38.32,1.0,1,0,0
43.0,0,23.47,9.0,11.0,8.0,1.0,0.0,1.0,15.33,66.0,1.0,0,1,0
58.0,1,15.74,7.0,11.0,9.0,1.0,1.0,1.0,9.6,72.25,1.0,0,1,0
39.0,1,1.79,9.0,9.0,1.0,1.0,0.0,1.0,2.22,53.79,1.0,0,0,1
49.0,0,21.59,6.0,8.0,8.0,1.0,1.0,0.0,18.32,25.66,1.0,1,0,0
27.0,1,26.66,19.0,4.0,4.0,1.0,1.0,0.0,24.96,55.12,1.0,1,0,0
33.0,1,15.9,14.0,8.0,2.0,1.0,0.0,0.0,20.54,42.19,1.0,0,1,0
24.0,0,17.85,1.0,14.0,7.0,0.0,0.0,0.0,10.18,89.03,1.0,0,1,0
34.0,0,5.73,16.0,14.0,8.0,1.0,0.0,1.0,3.83,74.02,1.0,0,1,0
40.0,0,7.4,9.0,14.0,0.0,0.0,0.0,1.0,5.89,61.9,1.0,0,1,0
43.0,0,7.82,15.0,12.0,4.0,0.0,0.0,0.0,10.82,3.97,1.0,0,1,0
38.0,1,13.49,19.0,3.0,8.0,1.0,1.0,1.0,12.21,99.02,1.0,1,0,0
39.0,0,27.92,10.0,11.0,1.0,0.0,0.0,1.0,21.0,56.63,1.0,1,0,0
24.0,1,16.13,10.0,4.0,0.0,1.0,0.0,1.0,19.01,25.9,1.0,0,1,0
31.0,1,6.57,3.0,0.0,7.0,1.0,0.0,0.0,3.48,59.15,1.0,0,1,0
32.0,0,8.72,19.0,5.0,5.0,1.0,0.0,1.0,11.12,81.79,1.0,1,0,0
24.0,0,12.14,13.0,2.0,1.0,1.0,1.0,0.0,14.54,53.86,1.0,0,1,0
26.0,0,19.07,14.0,10.0,2.0,0.0,1.0,0.0,10.59,77.69,1.0,1,0,0
25.0,1,13.76,7.0,14.0,4.0,0.0,1.0,1.0,13.73,41.3,1.0,0,1,0
40.0,1,12.38,2.0,9.0,5.0,1.0,1.0,0.0,11.19,59.0,1.0,0,1,0
46.0,1,17.38,14.0,1.0,1.0,0.0,1.0,0.0,11.44,42.23,1.0,0,0,1
35.0,1,8.01,17.0,5.0,0.0,1.0,1.0,0.0,5.24,52.78,1.0,0,1,0
48.0,0,3.29,13.0,0.0,6.0,1.0,1.0,0.0,2.17,16.75,1.0,0,1,0
47.0,1,1.71,2.0,13.0,6.0,1.0,1.0,0.0,1.88,59.86,1.0,0,1,0
56.0,1,8.29,5.0,11.0,9.0,1.0,0.0,0.0,5.56,97.9,1.0,0,0,1
52.0,0,3.66,4.0,8.0,4.0,1.0,0.0,0.0,2.05,76.48,1.0,1,0,0
35.0,1,10.75,3.0,4.0,9.0,0.0,0.0,0.0,15.67,32.0,1.0,0,1,0
39.0,1,23.42,14.0,6.0,5.0,0.0,1.0,1.0,12.63,86.39,1.0,0,1,0
56.0,0,15.74,11.0,10.0,2.0,0.0,1.0,0.0,25.34,89.57,1.0,1,0,0
34.0,1,18.72,8.0,9.0,1.0,1.0,0.0,1.0,26.88,17.68,1.0,0,1,0
39.0,1,25.72,9.0,8.0,9.0,1.0,0.0,1.0,13.84,5.31,1.0,1,0,0
48.0,1,9.18,16.0,8.0,8.0,0.0,0.0,0.0,13.46,57.25,1.0,0,1,0
41.0,1,26.67,3.0,12.0,1.0,0.0,1.0,0.0,26.73,47.59,1.0,0,1,0
52.0,0,12.58,10.0,6.0,0.0,1.0,1.0,1.0,16.17,71.47,1.0,1,0,0
51.0,1,12.63,1.0,14.0,5.0,1.0,1.0,0.0,14.21,29.31,1.0,0,1,0
20.0,0,12.76,9.0,3.0,7.0,1.0,1.0,0.0,14.25,38.02,1.0,1,0,0
54.0,1,3.84,16.0,14.0,7.0,1.0,1.0,1.0,4.95,26.39,1.0,0,1,0
57.0,0,29.29,9.0,3.0,6.0,0.0,0.0,1.0,16.56,29.21,1.0,0,1,0
43.0,0,5.02,12.0,6.0,8.0,0.0,1.0,1.0,4.48,0.93,1.0,0,0,1
40.0,0,10.89,1.0,7.0,2.0,1.0,1.0,0.0,16.0,51.08,1.0,0,1,0
56.0,1,10.26,16.0,6.0,7.0,0.0,1.0,1.0,5.69,47.32,1.0,1,0,0
32.0,1,3.17,8.0,10.0,0.0,0.0,1.0,1.0,2.42,35.59,1.0,0,1,0
21.0,1,5.42,14.0,13.0,0.0,1.0,0.0,1.0,6.35,54.02,1.0,1,0,0
46.0,0,2.3,14.0,13.0,5.0,0.0,1.0,0.0,1.38,39.18,1.0,1,0,0
39.0,1,9.48,10.0,9.0,7.0,1.0,0.0,1.0,9.83,43.26,1.0,0,1,0
42.0,1,26.13,1.0,3.0,7.0,0.0,0.0,1.0,31.71,0.2,1.0,1,0,0
30.0,1,10.84,6.0,3.0,9.0,1.0,0.0,0.0,13.63,6.63,1.0,1,0,0
35.0,1,4.59,9.0,7.0,0.0,1.0,1.0,0.0,14.3,15.07,1.0,0,1,0
50.0,0,19.73,19.0,11.0,0.0,1.0,0.0,0.0,19.74,18.4,1.0,0,1,0
33.0,0,29.9,16.0,13.0,8.0,1.0,0.0,0.0,14.3,45.22,1.0,0,1,0
